cgpa,python,java,cpp,sql,machine_learning,deep_learning,data_visualization,web_development,cloud,projects_count,internship,certifications_count,career_role
7.69,1,0,0,0,0,0,0,1,0,1,1,4,Web Developer
7.44,1,1,0,1,0,0,1,0,1,3,1,3,Data Analyst
8.48,0,0,0,1,0,0,0,1,1,4,1,0,Web Developer
7.21,0,0,1,0,0,0,0,1,1,2,1,1,Frontend Developer
9.48,1,0,1,1,1,1,1,0,0,6,1,0,AI Engineer
8.94,0,0,0,1,0,0,0,1,1,2,1,0,Web Developer
7.14,1,0,0,1,0,0,0,1,0,4,0,0,Web Developer
6.89,0,1,1,1,0,0,0,1,1,2,0,3,Web Developer
7.57,1,0,1,1,0,1,1,0,1,2,1,5,Business Analyst
7.66,0,0,1,1,0,0,0,1,0,4,1,3,Web Developer
7.38,1,1,0,1,0,0,1,0,0,3,1,3,Business Analyst
7.5,1,1,1,1,0,0,0,1,1,4,1,3,Backend Developer
7.26,1,1,1,1,0,0,0,0,1,5,1,2,Backend Developer
7.65,0,1,0,1,0,0,0,1,0,2,0,2,Web Developer
8.81,1,1,0,1,1,0,0,0,1,3,1,6,Cloud Engineer
7.51,1,0,1,0,0,0,1,0,1,3,1,2,Cloud Engineer
7.54,1,1,1,1,0,0,1,1,0,4,1,3,Backend Developer
8.39,1,1,1,1,0,0,1,0,0,4,0,3,Software Developer
8.95,1,1,0,1,1,1,1,0,1,4,1,5,AI Engineer
8.17,1,1,1,1,0,0,0,1,1,3,1,2,Backend Developer
7.74,0,0,1,0,0,0,1,1,0,8,1,3,Frontend Developer
7.28,1,1,1,1,0,0,0,0,1,7,0,6,Backend Developer
8.73,0,1,0,1,0,0,0,0,0,4,1,2,Software Developer
7.4,0,1,1,1,0,0,0,0,0,1,1,1,Software Developer
7.74,1,1,0,1,0,0,1,0,0,2,1,1,Data Analyst
7.48,1,1,0,1,0,0,1,1,1,4,1,4,Backend Developer
8.82,0,1,0,1,0,0,1,0,1,2,1,3,Cloud Engineer
6.97,0,0,0,0,0,0,0,1,0,0,0,3,Frontend Developer
7.2,0,0,0,0,0,0,1,1,0,3,0,0,Frontend Developer
8.17,1,0,0,1,1,0,1,0,0,4,0,4,Data Scientist
8.82,1,1,1,0,0,0,0,1,1,3,1,3,Software Developer
7.48,0,0,0,1,0,0,1,0,0,2,0,1,Data Analyst
9.07,1,0,1,0,1,1,1,0,0,2,0,3,AI Engineer
7.86,1,0,1,1,0,0,0,1,0,3,1,2,Web Developer
7.06,0,0,0,0,0,0,0,1,0,1,0,1,Frontend Developer
9.04,1,1,0,0,1,0,0,1,0,4,1,3,Software Developer
7.78,1,0,0,1,1,1,1,0,1,8,0,3,Data Scientist
9.15,1,1,0,1,1,1,1,0,0,3,1,3,Machine Learning Engineer
8.42,1,0,1,1,1,1,1,1,0,7,1,1,AI Engineer
8.5,1,0,0,0,1,1,0,0,0,2,1,4,Machine Learning Engineer
9.01,1,0,1,0,1,0,0,1,1,1,0,4,Cloud Engineer
8.41,1,1,0,1,0,0,0,0,1,5,1,4,Software Developer
7.09,0,0,0,1,1,0,0,1,1,2,0,1,Web Developer
8.04,1,0,1,1,1,1,1,0,1,4,1,3,AI Engineer
7.41,0,0,1,1,0,0,0,1,0,3,1,4,Backend Developer
8.08,0,0,1,1,0,0,0,1,1,8,1,5,Frontend Developer
9.4,1,0,0,0,1,0,1,0,0,4,1,2,Business Analyst
8.3,1,0,0,0,1,1,1,0,1,2,1,2,AI Engineer
7.07,0,0,1,0,0,0,0,1,1,6,0,2,Frontend Developer
7.01,1,0,0,1,1,0,1,1,0,0,1,0,Data Analyst
9.87,1,0,1,1,0,1,1,0,1,3,0,2,AI Engineer
7.0,0,0,1,0,1,0,0,1,0,7,0,0,Frontend Developer
7.41,1,0,0,1,1,0,1,0,0,7,1,3,Data Scientist
7.65,0,0,0,1,0,0,1,0,0,1,0,2,Business Analyst
8.66,0,0,0,1,0,0,1,0,0,4,0,3,Business Analyst
8.96,0,1,1,1,0,0,0,0,1,6,1,5,Cloud Engineer
7.67,0,0,0,0,0,0,1,1,0,3,1,0,Frontend Developer
8.19,1,0,1,1,1,1,1,0,0,4,1,0,Machine Learning Engineer
8.06,1,0,1,1,0,0,0,1,1,5,1,3,Cloud Engineer
8.02,1,0,0,1,1,1,1,0,0,5,0,1,Machine Learning Engineer
6.87,1,1,1,1,1,0,0,0,0,6,1,3,Backend Developer
7.93,1,0,1,0,1,1,1,0,0,5,1,3,Machine Learning Engineer
7.63,1,1,0,0,0,0,0,0,1,4,1,3,Backend Developer
8.8,0,1,1,1,0,0,0,0,0,7,1,3,Software Developer
7.36,1,0,0,0,0,0,0,1,0,4,0,3,Web Developer
6.43,1,0,0,1,1,0,1,0,0,3,1,4,Business Analyst
7.27,1,1,1,0,0,0,1,1,0,3,0,3,Software Developer
7.96,1,0,0,1,1,0,1,1,1,1,1,1,Web Developer
7.56,0,0,0,1,1,1,1,0,0,4,1,2,Data Scientist
8.37,1,0,0,1,0,0,1,0,0,1,0,2,Business Analyst
7.93,0,1,1,0,0,0,1,0,1,4,1,1,Software Developer
9.32,1,0,1,1,1,1,0,0,0,6,1,6,Machine Learning Engineer
7.55,1,1,0,0,1,1,1,0,1,4,1,3,Machine Learning Engineer
7.7,1,0,1,1,1,0,1,1,0,4,1,4,Business Analyst
8.88,1,1,1,1,1,1,1,1,1,2,1,4,AI Engineer
7.81,0,1,0,0,0,0,1,1,1,6,1,4,Cloud Engineer
8.69,1,0,1,0,1,0,1,0,1,8,1,2,AI Engineer
8.47,1,1,0,0,0,0,0,1,0,3,1,0,Software Developer
9.1,1,0,0,1,1,1,1,1,1,8,1,2,AI Engineer
8.08,0,0,0,1,1,1,1,0,1,6,1,2,Machine Learning Engineer
7.77,0,1,1,1,0,0,0,0,1,8,1,4,Cloud Engineer
7.92,1,1,0,1,1,0,0,1,1,2,1,1,Software Developer
6.54,0,0,0,1,0,0,1,1,0,3,0,2,Web Developer
8.04,1,0,1,1,1,1,1,1,0,2,1,3,Machine Learning Engineer
7.89,1,1,1,1,1,1,0,0,1,5,1,1,AI Engineer
8.23,1,0,0,1,0,0,0,0,1,5,1,5,Cloud Engineer
8.5,1,0,1,1,1,1,1,0,1,4,1,3,AI Engineer
7.03,0,0,0,0,0,1,0,1,0,2,0,2,Frontend Developer
8.26,1,0,0,1,1,1,1,1,1,3,0,3,Data Scientist
8.36,1,0,0,1,1,1,1,0,1,5,0,3,Data Scientist
8.5,1,1,0,1,0,0,0,1,0,4,1,1,Backend Developer
7.58,1,0,0,0,0,1,1,0,1,2,0,4,Data Analyst
7.66,1,0,1,1,0,0,0,1,0,2,1,0,Backend Developer
7.23,1,1,1,1,0,0,0,0,0,4,1,1,Software Developer
7.46,1,1,1,1,0,0,0,0,1,3,1,2,Software Developer
6.92,1,1,1,1,1,0,1,1,0,3,1,1,Backend Developer
8.45,0,1,0,1,1,0,0,1,1,4,0,1,Frontend Developer
8.9,1,1,1,0,0,0,1,0,1,1,1,3,Cloud Engineer
8.61,1,1,1,1,1,0,0,0,0,3,1,2,Data Scientist
8.51,1,0,0,1,1,1,1,0,1,3,1,4,AI Engineer
6.54,0,0,0,1,0,0,1,1,0,2,1,1,Web Developer
7.5,0,0,0,1,0,0,0,1,0,1,0,2,Web Developer
7.02,1,0,0,1,0,0,0,0,0,2,1,1,Business Analyst
7.6,0,1,0,1,1,0,0,1,0,4,1,3,Web Developer
8.12,0,0,0,1,1,0,1,0,0,4,0,2,Business Analyst
7.69,1,0,1,1,1,1,1,0,0,4,1,0,Data Scientist
8.42,0,0,0,1,0,0,1,1,0,6,1,1,Business Analyst
6.68,1,1,1,0,0,0,0,1,1,3,0,5,Cloud Engineer
8.21,1,0,0,1,0,0,1,0,1,2,1,1,Data Analyst
7.23,1,1,0,1,1,0,0,0,1,1,1,4,Cloud Engineer
6.4,0,0,0,1,0,0,0,1,1,2,0,0,Web Developer
7.5,0,0,1,1,0,0,1,0,1,2,0,5,Business Analyst
7.46,1,0,0,1,0,0,1,0,0,2,1,1,Business Analyst
7.06,1,0,1,1,0,0,1,0,0,2,0,3,Data Analyst
8.45,1,1,1,1,1,0,0,1,1,8,1,4,Backend Developer
7.18,1,1,0,0,0,0,1,1,0,3,1,1,Web Developer
6.63,1,0,0,1,0,0,0,1,1,6,0,2,Frontend Developer
7.36,0,0,0,1,1,0,1,0,1,1,1,5,Data Analyst
9.7,1,1,0,1,1,1,1,0,0,5,1,2,Data Scientist
7.4,0,0,1,1,0,0,0,1,1,6,0,1,Frontend Developer
8.93,1,0,1,1,1,1,0,0,1,3,1,4,AI Engineer
8.12,1,1,0,1,0,0,0,0,0,2,0,2,Business Analyst
6.97,1,0,1,0,0,1,0,1,0,1,1,5,Software Developer
8.93,1,0,1,1,1,1,1,0,1,8,0,2,Machine Learning Engineer
6.11,1,0,0,0,1,1,1,0,0,3,0,2,Data Analyst
8.0,1,1,0,1,0,0,0,0,1,3,1,1,Cloud Engineer
8.54,1,0,0,1,0,0,1,0,1,2,1,3,Data Scientist
9.31,1,0,0,0,1,1,0,0,1,8,1,3,Machine Learning Engineer
9.09,1,1,1,1,0,0,0,1,1,1,1,0,Software Developer
7.66,0,0,1,1,0,0,0,0,1,6,0,4,Cloud Engineer
7.39,1,1,0,0,1,1,1,1,1,8,1,5,AI Engineer
7.66,1,1,0,1,0,0,1,1,0,4,1,2,Software Developer
8.43,1,0,0,1,1,0,0,0,1,5,1,4,Cloud Engineer
7.97,1,1,0,1,0,0,0,1,1,7,1,4,Backend Developer
8.04,1,1,0,1,0,1,0,0,1,6,1,3,Cloud Engineer
9.17,1,0,1,1,0,1,0,1,1,8,0,2,AI Engineer
8.63,1,0,1,1,0,1,0,1,1,7,1,3,Backend Developer
9.28,1,0,0,1,1,1,1,0,1,2,1,6,Data Scientist
8.83,0,1,0,1,1,0,1,0,1,5,1,0,Business Analyst
6.74,1,0,0,1,0,0,0,1,1,5,0,3,Web Developer
9.25,1,1,1,1,1,1,1,0,0,4,1,3,Machine Learning Engineer
8.31,1,1,1,0,0,0,0,0,1,2,0,2,Software Developer
7.62,1,1,0,1,1,1,1,0,1,2,1,1,Machine Learning Engineer
6.52,0,1,0,1,0,1,1,0,0,2,0,1,Business Analyst
7.74,1,0,0,1,0,0,0,1,1,2,1,1,Backend Developer
8.13,1,0,1,1,0,0,0,1,0,4,0,5,Software Developer
7.22,0,1,1,1,1,0,0,0,0,2,1,2,Software Developer
6.9,0,1,0,0,0,0,0,1,1,4,0,4,Web Developer
8.61,1,1,1,0,1,1,0,1,1,8,0,4,AI Engineer
